author_id,proc_id
a_195191,1179352
a_195191,1186562
a_195191,1186822
a_195191,1275808
a_195191,1833349
a_195370,344779
a_195370,383259
a_196450,1133981
a_196910,1837274
a_196910,1870926
a_196910,2039370
a_197530,139669
a_197763,988672
a_197763,1357054
a_198271,2046707
a_198316,2388996
a_198363,142750
a_198363,347642
a_198363,365024
a_198363,765891
a_198363,985692
a_198363,1056808
a_198363,1124772
a_198363,1240624
a_198363,1294211
a_198419,1250734
a_19843,2076732
a_198541,38713
a_198555,377435
a_198555,971300
a_198555,1047344
a_198612,218380
a_198612,237170
a_198612,1179352
a_198833,62678
a_198860,2046707
a_198860,2382196
a_199073,1874620
a_199078,218380
a_199078,237170
a_199078,344779
a_199078,383259
a_199078,566570
a_199362,309847
a_199466,1851182
a_199505,2229012
a_199756,1277741
a_200434,1283383
a_200529,563274
a_200647,1133981
a_200647,1810479
a_200743,1555754
a_200764,383952
a_200968,1753326
a_201027,15922
a_201027,37401
a_201027,1186562
a_201027,1186822
a_201027,1187112
a_201027,1201775
a_201027,1730804
a_201027,1944745
a_201027,2383894
a_20110,1028788
a_201487,1124772
a_201487,1240624
a_201536,325164
a_201640,167088
a_202127,166117
a_202127,1275808
a_202127,1576246
a_202127,1661412
a_202431,311535
a_202431,1186822
a_202431,1576246
a_203668,1076034
a_203816,2145816
a_203843,1038264
a_203843,1069807
a_203843,1133981
a_203843,1194816
a_203843,1250734
a_203888,1038264
a_204046,775047
a_204948,309847
a_204948,337292
a_20529,2494603
a_206370,1134707
a_206564,1806689
a_206564,2095116
a_207107,100216
a_207414,642611
a_207414,957013
a_207463,1186822
a_207692,301250
a_207692,365411
a_207692,380752
a_207692,509907
a_207947,1148170
a_20824,224056
a_208511,775152
a_208534,2145204
a_208534,2441776
a_208733,584369
a_208987,330908
a_210918,1180405
a_21122,1830761
a_211465,97945
a_211465,236337
a_211964,1390334
a_212815,274497
a_213282,302405
a_213307,1807167
a_214067,775152
a_214067,988672
a_214067,1277741
a_214140,133160
a_214794,142750
a_214794,289444
a_214794,358916
a_214794,1099203
a_214794,1124772
a_214794,1316624
a_214894,258533
a_214894,276698
a_214984,641007
a_214984,1026711
a_214984,1027527
a_214984,1101149
a_215056,2037373
a_215056,2305484
a_215251,380752
a_215331,1287853
a_215544,1644893
a_215844,1179352
a_215844,1275808
a_215844,1399504
a_215844,1833349
a_216032,863955
a_216181,1073970
a_216933,139669
a_216933,325164
a_217604,1837274
a_217604,1870926
a_217604,2039370
a_217670,1228716
a_217670,1349822
a_217670,1514095
a_217670,1957656
a_218224,1277741
a_218999,174675
a_218999,2034773
a_218999,2500365
a_219149,957013
a_219149,1576246
a_219149,1661412
a_219206,1179352
a_219206,1275808
a_219212,1837274
a_219212,1870926
a_219212,2039370
a_219674,1168857
a_219674,1331699
a_220129,279358
a_220207,1008992
a_220936,1934902
a_22150,1031607
a_22160,233269
a_22160,253260
a_223265,1251086
a_223358,378239
a_223630,133160
a_22406,1709886
a_22406,1858171
a_22406,1935701
a_224068,2492708
a_224320,67544
a_224713,166117
a_224713,1661412
a_225197,223982
a_225557,2207676
a_225721,298514
a_225972,312624
a_225972,1143844
a_225972,1273496
a_226122,1390334
a_226641,1620545
a_226670,274644
a_226670,1124772
a_226875,1837274
a_226875,2133429
a_226916,67449
a_226916,142750
a_226991,1082473
a_227135,1076034
a_22723,30350
a_227502,1806799
a_227765,1367497
a_228536,266800
a_228595,1315245
a_228628,383952
a_228628,1390334
a_229289,67544
a_229318,223982
a_229318,1640089
a_229318,1736020
a_229432,1086228
a_229459,224056
a_230018,1837274
a_230018,1870926
a_230018,2039370
a_23018,948109
a_230403,258734
a_23063,1008992
a_230769,280814
a_230769,566570
a_230769,1275808
a_230769,1399504
a_230769,1576246
a_230769,1833349
a_230769,1882262
a_231005,2254064
a_231005,2451116
a_231500,958491
a_231500,1031495
a_231500,1322263
a_23207,1127777
a_232089,2380116
a_23210,775152
a_232595,258549
a_232677,318123
a_232677,318371
a_232930,344779
a_233584,1572532
a_234161,1135777
a_234814,309847
a_235157,1391469
a_235157,1870926
a_235157,2024724
a_235160,1076034
a_235160,1390334
a_235237,1242572
a_235237,1367497
a_235308,1869983
a_235308,2030112
a_235374,1840845
a_23618,100216
a_237133,139669
a_237133,325164
a_23902,380752
a_239078,1179352
a_239078,1882262
a_23911,1275808
a_239274,1133981
a_239274,1328438
a_239274,1345206
a_239274,1378533
a_239467,602902
a_239820,215206
a_239820,1008992
a_240280,266021
a_240524,1555754
a_240524,1815961
a_240524,2337159
a_240563,1367497
a_241452,1015467
a_241452,1282380
a_241536,641007
a_241536,1026711
a_241536,1027527
a_241536,1101149
a_241909,1040305
a_241910,1884643
a_242196,1555754
a_242196,1669112
a_242747,566570
a_242747,1201775
a_242747,1399504
a_242759,1030083
a_242850,1331699
a_242850,1669112
a_242850,1934902
a_242850,2155620
a_242850,2337159
a_243141,1081870
a_243665,776816
a_244782,564376
a_244782,1277741
a_244788,1250662
a_244788,1555754
a_244788,1736020
a_244788,1815961
a_245365,139669
a_245442,103418
a_245806,67544
a_245908,1242572
a_246083,240080
a_246431,1179352
a_246431,1275808
a_246431,1399504
a_24644,169070
a_24644,364447
a_24644,971300
a_24644,1121341
a_246440,142750
a_246440,169059
a_2474,157485
a_2474,304032
a_24746,988672
a_247465,337292
a_247465,603095
a_247785,1179352
a_247785,1186822
a_247785,1218064
a_247785,1275808
a_247785,1576246
a_249207,1048935
a_249207,2388996
a_249241,76738
a_249241,318242
a_249443,800031
a_249443,800059
a_249443,1179352
a_249443,1186822
a_249461,127787
a_250043,323233
a_250571,144953
a_250747,1753326
a_250747,1978942
a_250747,2470654
a_251065,1146381
a_251447,277044
a_251447,378239
a_251449,1837274
a_251449,1870926
a_251449,2039370
a_251661,266800
a_252026,1090785
a_252089,1331699
a_252089,2337159
a_252096,1186822
a_252096,1201775
a_252096,1576246
a_252096,1661412
a_253457,337292
a_253702,1460412
a_253702,1644038
a_253756,1179352
a_253756,1275808
a_253756,1882262
a_253769,223784
a_253769,253260
a_253769,276304
a_254012,1367497
a_254012,1645953
a_254759,564376
a_254759,1076034
a_25587,258734
a_25587,1179352
a_25587,1186822
a_258921,1180405
a_259119,335305
a_259119,380752
a_260155,958491
a_260155,1031495
a_260155,1322263
a_260168,1031495
a_260168,1644038
a_260519,325164
a_261224,337292
a_261224,602902
a_261413,1040305
a_26172,139669
a_261771,108844
a_261771,142750
a_262351,314161
a_262377,378239
a_262414,1240624
a_262414,1753326
a_262414,1858171
a_262414,1864349
a_262414,1978942
a_262655,223982
a_262655,1640089
a_262655,1736020
a_263452,196244
a_264477,337180
a_264932,948109
a_264932,1031495
a_265312,67544
a_265415,383952
a_265824,195058
a_265824,644108
a_266004,233269
a_266476,1622176
a_266476,2047196
a_266476,2207676
a_266734,1095810
a_266734,1250734
a_266734,1736020
a_26684,143457
a_26684,192844
a_266863,160985
a_267540,503376
a_267540,1054972
a_267851,1129601
a_267851,1266366
a_268180,369691
a_268180,378239
a_268208,981066
a_268208,996070
a_268208,1055137
a_268208,1129601
a_268391,1186562
a_268391,1186822
a_268391,1399504
a_268391,1576246
a_268391,1661412
a_268642,775832
a_268658,1282280
a_268658,1386352
a_269017,1082473
a_269475,276304
a_269475,342009
a_269475,564691
a_269857,1186822
a_269857,1275808
a_270213,1566374
a_270213,1993574
a_270213,2095116
a_270758,2486001
a_27083,335305
a_27083,380752
a_271058,634067
a_271688,267437
a_271688,276627
a_271720,1531674
a_271832,165180
a_271918,324898
a_271918,1218112
a_271918,1351542
a_271918,1516744
a_27227,1250910
a_273259,2382196
a_273425,255237
a_273513,1391469
a_273513,1870926
a_273513,2024724
a_273803,1277741
a_273803,1321440
a_274134,1060745
a_274134,1148170
a_274298,1504176
a_274298,1854273
a_274298,2304576
a_274298,2388996
a_274491,985692
a_275623,637201
a_275623,948205
a_275623,1015467
a_275623,1177080
a_275625,2382196
a_275649,1146381
a_275940,988672
a_275940,1135777
a_276182,371920
a_277151,266800
a_277151,956417
a_277384,1082473
a_277385,383952
a_277712,517554
a_277847,108844
a_277847,142750
a_277956,74333
a_277956,383259
a_277956,1186822
a_278145,1028788
a_278170,985692
a_278170,1124772
a_278189,1328438
a_278355,365024
a_278355,988672
a_278355,1135777
a_278369,325334
a_278369,563858
a_278369,800059
a_278369,800248
a_278369,800250
a_278450,224056
a_278471,566570
a_278959,942806
a_279360,1159913
a_279360,1526709
a_279660,233269
a_280163,1375581
a_280163,1706299
a_280163,1806596
a_280386,368434
a_280422,258734
a_280422,1186822
a_280547,1095810
a_280576,277044
a_280576,367072
a_280576,602902
a_280771,2207676
a_280771,2493190
a_280771,2508859
a_280968,800055
a_281119,2213836
a_281119,2463676
a_281222,158511
a_282225,1806596
a_282513,383259
a_282513,1275808
a_282513,1576246
a_282522,566570
a_282522,1179352
a_282522,1275808
a_282522,1661412
a_282522,1833349
a_282745,1179352
a_282745,1186562
a_282745,1186822
a_282745,1457515
a_282745,1576246
a_284152,325164
a_284601,127601
a_284601,378239
a_284827,1594233
a_285404,365024
a_285516,237170
a_285516,311535
a_285516,344779
a_285516,1576246
a_285586,364338
a_286011,379437
a_286011,544220
a_286442,1661412
a_286456,1291233
a_286489,2348283
a_286838,1099554
a_287357,1874620
a_289079,224056
a_289436,244979
a_289436,288216
a_289436,319351
a_289436,951087
a_289498,1179352
a_290323,1040305
a_290463,1557019
a_290682,1250662
a_290682,1555754
a_290682,1736020
a_290682,1815961
a_290758,1081706
a_290758,1134285
a_291351,1012807
a_291376,383259
a_291376,1179352
a_291376,1201775
a_291376,1661412
a_291718,237170
a_291718,344779
a_291718,383259
a_291897,380752
a_291909,325694
a_291978,566570
a_292141,16894
a_292141,318898
a_292141,602259
a_292457,243846
a_292457,266800
a_292457,360128
a_292457,774861
a_292652,274535
a_292652,288548
a_292652,299996
a_292652,309847
a_292723,775832
a_29297,15922
a_29297,133994
a_29297,1399504
a_293201,191995
a_293201,223982
a_293201,243846
a_293299,1250662
a_293299,1555754
a_293763,97444
a_293891,143457
a_293891,192844
a_294088,800031
a_294809,1124772
a_294899,266021
a_295694,971478
a_295930,52400
a_295930,98457
a_295930,166955
a_295930,191995
a_295930,223587
a_295930,325164
a_29617,1457515
a_29617,1661412
a_296399,1837274
a_296399,2133429
a_297441,1837274
a_297441,1870926
a_297441,2039370
a_297687,325164
a_298190,103418
a_298190,139404
a_299158,1060590
a_299555,1048935
a_299555,2388996
a_299770,564376
a_299770,1277741
a_299831,1458082
a_301050,1281100
a_301174,67544
a_301203,1201775
a_301203,1275808
a_301203,1576246
a_301203,1833349
a_30138,328885
a_301468,191839
a_301493,774861
a_301655,545215
a_301655,1038264
a_301655,1168857
a_301655,1331699
a_302455,1040305
a_303468,1275808
a_30356,224056
a_303997,1076034
a_303997,1367497
a_305072,1557019
a_305072,1772690
a_305345,1035167
a_305550,1282380
a_305640,377435
a_305789,1281192
a_306297,1031495
a_306297,1460412
a_306297,1644038
a_306299,1014052
a_306323,2452376
a_306339,1557019
a_306339,1835804
a_306389,996566
a_306415,2207676
a_306481,115952
a_306707,371920
a_307610,1833349
a_308076,1557019
a_308076,1807167
a_308439,108844
a_308439,169059
a_308439,191666
a_308439,223904
a_308532,139669
a_309010,166117
a_309010,1661412
a_309075,800126
a_309469,52400
a_309469,74925
a_30950,1526709
a_309600,224056
a_309610,1179352
a_309610,1399504
a_309610,1576246
a_309610,1661412
a_309779,1186822
a_309903,1186562
a_309903,1576246
a_309903,1833349
a_309915,1186562
a_310005,581339
a_310005,584369
a_310046,1399504
a_31005,1277741
a_310165,1837274
a_310165,1870926
a_310165,2039370
a_310260,1143997
a_310260,1555001
a_310260,1985793
a_310260,2337223
a_310260,2509136
a_310924,174675
a_311011,1194816
a_311109,1291233
a_311323,1993498
a_311323,2048066
a_311323,2254064
a_311323,2491411
a_31157,1362622
a_311658,1194816
a_311676,1631272
a_311701,564691
a_311708,2382196
a_311708,2508859
a_312102,1186562
a_312585,15922
a_312585,133994
a_312585,1399504
a_312589,344779
a_312589,1179352
a_312589,1186562
a_312589,1186822
a_312589,1457515
a_312589,1576246
a_312916,1030083
a_313154,1298306
a_313154,1644893
a_313339,1993744
a_313339,2254756
a_313484,312624
a_313484,1148170
a_313484,1242572
a_313829,1015467
a_313988,17407
a_313988,30350
a_313988,327010
a_313988,800016
a_314475,2046707
a_314495,28395
a_314495,1455770
a_314495,2095116
a_314495,2382196
a_314495,2508859
a_314553,312624
a_314691,1322263
a_314691,1644038
a_314729,1364901
a_314729,1576246
a_314758,1095810
a_314772,1031171
a_314772,1277741
a_314772,1390334
a_315298,1840845
a_315375,370155
a_316159,303976
a_316163,17407
a_316198,267437
a_316198,276627
a_316428,988672
a_316542,1076034
a_316542,1148170
a_316556,948109
a_316556,1031495
a_316865,369691
a_316865,378239
a_317027,1822018
a_317161,863955
a_317224,1275808
a_317224,1661412
a_317224,1833349
a_31729,1555754
a_317594,1555754
a_317594,1669112
a_317594,1815961
a_317616,167088
a_317754,1186562
a_317754,1275808
a_317754,1399504
a_317754,1576246
a_317843,223904
a_31803,237721
a_318188,1148170
a_318188,1277741
a_318188,1321440
a_318188,1367497
a_319393,1032664
a_319799,1555754
a_319799,1669112
a_319799,1815961
a_319845,337292
a_319849,337292
a_319873,984622
a_319873,1031495
a_319884,1129601
a_32019,1265530
a_320356,1899721
a_320394,1874620
a_320547,1133981
a_320547,1250734
a_320547,1736020
a_320660,1367497
a_320660,1526709
a_320660,1631272
a_321814,2248371
a_321814,2307636
a_321814,2594368
a_322362,28697
a_322516,276698
a_322516,314613
a_322796,2468356
a_32297,142675
a_323874,1277741
a_324068,1062455
a_324068,1081706
a_324068,1101908
a_324099,1194816
a_324118,1161089
a_324118,1282380
a_324118,1287853
a_324498,1168857
a_324498,1331699
a_32480,224841
a_32480,259794
a_32480,266388
a_32482,1179352
a_32482,1186822
a_325018,55364
a_325057,53990
a_325057,174675
a_325058,775047
a_325058,1135777
a_32520,266989
a_325302,2030112
a_325833,237170
a_325833,1576246
a_325833,1661412
a_32742,276304
a_32876,243199
a_32876,263690
a_32876,290941
a_32876,383952
a_33626,365024
a_33882,218380
a_33882,280814
a_34008,1031171
a_34008,1277741
a_34008,1390334
a_34078,347090
a_34078,371920
a_34158,1807167
a_34428,1516744
a_34777,948205
a_34777,1015467
a_35103,1150402
a_35103,1159913
a_35253,1035167
a_35852,243846
a_35852,266800
a_35852,277830
a_35852,279358
a_35912,985692
a_36128,1985793
a_36128,2568225
a_36322,1168857
a_36727,224056
a_36823,218380
a_36832,1099554
a_36832,1390334
a_36966,611892
a_37756,192161
a_37908,328885
a_37949,73141
a_37949,1248377
a_3841,1275808
a_3841,1576246
a_38797,1150402
a_38960,1328438
a_3931,2229012
a_40069,1275808
a_40069,1576246
a_40935,253168
a_41675,257089
a_41795,288548
a_42041,73721
a_42125,988672
a_42125,1135777
a_42150,2388996
a_42527,647987
a_42527,1013115
a_43154,637201
a_43772,1835804
a_43826,1180639
a_43826,1291233
a_44225,378239
a_44387,2213977
a_44387,2627817
a_44478,258533
a_44478,2095116
a_44478,2382196
a_44478,2508859
a_45185,224056
a_45680,800013
a_45817,266388
a_45817,337292
a_4603,566570
a_4603,1201775
a_46140,859618
a_46484,337292
a_46654,1099554
a_46654,1390334
a_46654,1645953
a_46654,2348283
a_47159,1133265
a_47159,1240624
a_47413,1168987
a_4835,258549
a_48543,299996
a_48680,142750
a_48759,2384916
a_49578,1874620
a_50066,344779
a_50066,1399504
a_50066,1833349
a_50066,1882262
a_50139,277650
a_5147,1328438
a_51926,375663
a_51926,564691
a_51926,872757
a_51926,1007568
a_51964,1133981
a_51964,1168857
a_51964,1250662
a_52361,1242572
a_52361,1367497
a_52486,1516744
a_52486,2431518
a_52705,369691
a_52705,378239
a_5303,1102120
a_53049,133994
a_53346,800183
a_54199,1133265
a_54199,1240624
a_54876,2627817
a_55386,74877
a_55570,1734263
a_56149,1150402
a_56324,1526709
a_57704,986537
a_58211,263272
a_58589,332357
a_59706,325164
a_59706,1168857
a_59706,1250662
a_60145,73007
a_60145,93025
a_60145,130385
a_60145,167088
a_60247,1186562
a_60247,1275808
a_60410,192844
a_60459,304238
a_60544,1275808
a_60544,1661412
a_60544,1833349
a_60784,800055
a_60829,1031607
a_61224,1837274
a_61224,1870926
a_61224,2039370
a_61778,115952
a_62168,1013115
a_62170,958491
a_62400,1712605
a_62565,280765
a_62894,1168857
a_62894,1250662
a_62894,1250734
a_62894,1346281
a_62894,1542476
a_62894,1669112
a_62894,1736020
a_63496,360128
a_63496,859618
a_63496,871506
a_63496,1006209
a_63519,1851182
a_63556,17407
a_63706,337292
a_63800,563998
a_63800,859618
a_63800,1168857
a_63800,1194816
a_63800,1250662
a_64162,50202
a_64162,67544
a_64182,566570
a_64246,192161
a_64246,288216
a_64246,319351
a_64463,958491
a_64463,1031495
a_64463,1322263
a_64518,328885
a_64968,191666
a_65033,224056
a_65149,329166
a_65191,2190078
a_65207,302405
a_65232,1186822
a_65267,1096601
a_65279,223904
a_65352,223904
a_65416,504216
a_65509,139669
a_65625,266388
a_65654,224056
a_65806,191029
a_65806,199688
a_65806,268084
a_65806,273133
a_65806,330908
a_65886,302405
a_65941,218380
a_66342,74877
a_66473,224056
a_66538,1109557
a_66538,1806689
a_66848,383952
a_66848,1390334
a_66890,2382196
a_66908,73141
a_67095,1099547
a_67960,1014052
a_67960,1102351
a_67960,1135777
a_67960,1143844
a_67960,1150402
a_68133,1186562
a_68133,1201775
a_68514,337292
a_68670,174675
a_68730,1186562
a_68730,1576246
a_68730,1833349
a_68896,1460563
a_69125,1950365
a_70300,375663
a_70300,1014052
a_70300,1341012
a_70300,1653771
a_70346,1926385
a_70461,133160
a_70508,1830761
a_70588,383259
a_70588,566570
a_70588,1179352
a_70588,1201775
a_70588,1275808
a_70588,1457515
a_70593,1028523
a_70593,1186562
a_70593,1275808
a_70593,1833349
a_71159,1390334
a_71159,1645953
a_71159,1835449
a_71187,571825
a_71297,545215
a_71297,563998
a_71297,859618
a_7162,956750
a_72291,258525
a_72291,1008992
a_72291,1076034
a_72291,1277741
a_72291,1367497
a_72516,1526709
a_72516,1718487
a_72516,1871437
a_72911,1653662
a_7326,1099554
a_7326,1148170
a_7326,1242572
a_73379,383259
a_73379,566570
a_73379,1186562
a_73379,1201775
a_73682,1148170
a_76235,224056
a_76235,1031495
a_77034,98457
a_77139,139669
a_77885,846276
a_77885,1275808
a_77885,1399504
a_79228,1753326
a_79370,1597990
a_79704,1133981
a_80013,1102351
a_80013,1148170
a_80013,1183614
a_80246,1315245
a_80410,1076034
a_80410,1390334
a_80525,1266366
a_80525,1278480
a_80748,2491411
a_80803,1250734
a_80803,1375581
a_80805,1095810
a_80920,336597
a_80920,379437
a_81691,1553374
a_81994,268946
a_82038,192161
a_82863,1012807
a_8289,218380
a_8289,280814
a_8289,383259
a_83671,299996
a_8368,325164
a_83861,1458082
a_83995,1135777
a_84008,130385
a_84008,180139
